logFC	logCPM	LR	PValue	FDR
PARP8	-0.439696621784968	4.23262997839043	10.8188957939024	0.00100469391518059	0.00153963743092662
PKP4	-0.194193825510532	7.33475725961663	10.8121980391934	0.00100833515375401	0.00154490992014967
MT1E	0.557426359002791	5.28961958511586	10.8048886331406	0.00101232414881635	0.00155071301666078
PDE2A	-0.649941186204237	4.07138950375869	10.7954402917474	0.00101750409243474	0.00155833777753234
TRAM1	0.224106877416996	8.37167057161937	10.7871231806969	0.00102208603218458	0.00156504382692703
KCTD15	0.302336157099658	5.25606989222212	10.7841190784885	0.00102374613264219	0.0015672741052321
RBM6	-0.199795493040591	6.22238899102187	10.7671240666778	0.00103318925158381	0.00158141631171845
C1QTNF1	0.448832738183286	5.35990029090182	10.7603954634927	0.00103695223667319	0.00158686051881273
SOX12	-0.34743286678603	5.79050951005164	10.7588536259208	0.00103781646273977	0.00158786743772525
SYF2	-0.1652721062009	6.02887283161992	10.7575562058474	0.0010385442530462	0.00158835531270485
ACAT1	-0.31298892487049	6.17663162381595	10.7575496229941	0.0010385479470264	0.00158835531270485
CPM	0.467663184046393	5.76852307509294	10.744641166572	0.00104581717405126	0.00159915519821662
RPL27A	0.271506257877762	9.96361183787528	10.7426829043975	0.00104692443041312	0.00160053041893379
EFNA3	0.505531954478811	4.73418898711512	10.7187233325253	0.00106056823851651	0.00162106707729574
CCL2	0.536936769203048	5.06164716681884	10.7112594361515	0.00106485519666419	0.00162729657783199
GDI1	-0.232252570714564	7.40825397186981	10.7042817839197	0.00106887872699131	0.0016331211190923
AP2S1	0.247938206534103	6.28999278674758	10.7028031184249	0.00106973334400955	0.00163410258244634
MLLT4	0.298458890468611	7.3211106921184	10.7001840686614	0.00107124875993875	0.00163609287894632
CTSH	0.284881693474271	6.95364999381341	10.6990153806771	0.00107192567835129	0.00163680202253602
HNRNPU	0.130771114225282	9.56221119831655	10.6947255586767	0.00107441410682017	0.00164027646409052
UPF1	0.150777229041504	7.15647876845459	10.6732545998552	0.00108695701749619	0.00165909636750658
BOLA2	0.285635274110105	5.54257171080931	10.6723882189333	0.00108746623767716	0.00165954461127383
NIPBL	-0.197028125027383	7.02920505187123	10.671793698012	0.00108781581024445	0.00165974909295918
PHLDA3	-0.383002938948531	5.45175181433927	10.6699523450106	0.00108889922944335	0.00166107294778766
ZNF148	-0.176152959746841	6.34177336339693	10.6595658085247	0.00109503095736356	0.00167009574895841
JAG2	0.269994976905539	5.26373789336535	10.6550886960915	0.00109768479786142	0.00167381169711528
HIPK2	-0.365599602695534	7.13475167211258	10.6477250419706	0.00110206381498642	0.00168015629932287
YWHAE	0.18165307002865	9.35840590888479	10.6391923342808	0.00110716015336742	0.00168759176812033
FAM53C	0.157978800250892	5.98837661208524	10.6299103743154	0.00111273107640067	0.00169574753705637
LMCD1	-0.371334790797586	5.84028516363264	10.6256232505736	0.00111531372272498	0.00169934699213529
FCGR3A	0.427041213611831	6.42448544819446	10.6217521243333	0.00111765097378204	0.00170257120046456
ARAP1	-0.202518958153273	6.75322261948965	10.6134012494936	0.00112270982885018	0.00170993926257519
EEF1G	0.24545625970053	10.9698943088189	10.6114034754526	0.00112392348512802	0.00171144915189886
GPBP1L1	0.147725599336377	7.37440085605343	10.6091065854554	0.00112532049596214	0.00171323759114347
ARHGEF6	-0.428392657933307	6.36170193628941	10.6046202483667	0.00112805423757741	0.00171706001880358
DPY19L4	-0.227042496915482	5.99919707787966	10.5896700013788	0.00113721273854347	0.00173065840562289
RGPD1	0.422654152597892	4.28730015820141	10.5881562895285	0.00113814422023262	0.00173173366631836
MDM4	-0.241646684844278	6.14656520651458	10.5774175036216	0.00114477466837372	0.00174147800272857
RND3	0.434746702530496	6.14915421711439	10.5684164085177	0.00115036231207768	0.00174963244580918
CAMK2G	0.183460541407948	5.24870605356441	10.5668313152231	0.00115134915009031	0.00175078749882388
LSM3	0.194622556618572	5.65748658146175	10.5567079611881	0.00115767192284268	0.00176005452882421
AACS	-0.32855631487123	5.99950766257814	10.5478780655586	0.00116321551575037	0.00176813351545156
SNRNP25	-0.305870515599353	5.26745884841009	10.5454324371231	0.0011647556767077	0.00177012513915764
COPG2	-0.217500314609376	6.45177721407725	10.5392146672998	0.00116868068226832	0.00177573960386497
PYGL	-0.512713554729529	6.53108749379441	10.5321609040178	0.00117314961935193	0.00178217816089
NAGK	0.18274690711567	5.98233155072847	10.5257139633734	0.00117724922403023	0.00178781600417881
UQCR10	0.252359512299606	5.97023546695596	10.5255946129442	0.00117732525538207	0.00178781600417881
CC2D1A	0.207848708589452	5.67255981414316	10.5249246716006	0.00117775212903211	0.00178811154435382
SETX	-0.21934448302488	6.92131562914078	10.5239178545839	0.00117839394788056	0.00178873324225797
PPP1R2	-0.183764603330044	6.43188696162992	10.5181968582459	0.0011820476542718	0.00179392566336262
MCTS1	0.135440269756446	5.80518862954836	10.5135708497752	0.00118501042845655	0.00179806765642234
DYNLL2	-0.226667016683879	6.60527826095454	10.5053194565274	0.00119031378484867	0.00180575878414777
COMT	0.285202273586015	6.58188834156014	10.4699936172701	0.00121329137724663	0.00184025419886166
FAM101B	0.33214296287024	4.9609428340204	10.4628646523552	0.00121798254912717	0.00184700564225528
FKBP8	0.249841046172142	7.65655933085995	10.4614001596402	0.00121894851993245	0.00184810647005906
EBF1	-0.612300958427097	4.55004352085148	10.4521277950158	0.00122508253645544	0.00185704084429424
LAMB3	0.597198983344237	6.60700153978084	10.4435935196174	0.00123075588309026	0.00186527353226613
VDAC2	0.189150320554912	7.43788228759131	10.4388151873122	0.00123394398742208	0.00186973720904598
C20orf4	-0.155836673604704	6.0925438694402	10.4221551309996	0.00124512509260639	0.00188630816371047
DARS2	0.259136917505934	5.54480505133227	10.3814036739458	0.00127290884212263	0.00192801990468269
MYO3B	-0.85525446854395	3.08580784094648	10.3709850234261	0.00128011230151754	0.00193854929374184
ADH1A	-1.32360959812128	1.95623933801661	10.3615033901819	0.0012867037622393	0.00194814793814756
PPP1R3B	-0.305105162354106	6.54733002839902	10.3495388621594	0.00129507033528629	0.00196042990785867
ERMP1	-0.317871121762943	7.15234472390027	10.3215784890377	0.00131483786136062	0.00198996200012097
IGHMBP2	-0.243761050034144	4.25556645870177	10.3187997940237	0.00131681896211657	0.00199256862997946
SPIN1	-0.15983943324241	7.41032265107115	10.3064960920406	0.00132562739323096	0.00200550310483104
HEXB	-0.178992848586272	7.07497566117488	10.3005254605779	0.00132992334083798	0.00201135126216892
PSME2	0.315283132250428	7.13130995451365	10.3003975997229	0.0013300154923629	0.00201135126216892
ZNF207	0.106535634481058	7.41098287899564	10.2952914973601	0.00133370083634034	0.00201652842478088
RNF185	-0.180225402554825	6.08282926979176	10.2835092884745	0.00134224417479295	0.00202904730055584
DDX58	0.380700166982152	6.19872347885083	10.2803462029068	0.00134454716211046	0.00203212968219247
PDLIM5	-0.316231854501057	7.79881649523639	10.2781317756558	0.0013461618278967	0.00203417073856264
ATP13A2	-0.286426637330349	6.33563299569901	10.2745484175226	0.00134877881883359	0.00203772529948976
SAP18	-0.208738688250494	7.17294198151381	10.2497161531592	0.00136705633956947	0.00206493363907108
ZFP36	-0.568278020212739	7.68255863555279	10.2466885580681	0.00136930185062007	0.00206791976224478
PRKRIR	0.2870966704192	6.47178415393859	10.2382458079708	0.00137558342656858	0.00207699878430113
AMOT	0.342182247745483	5.71566438020451	10.2264665834012	0.00138439618355597	0.00208989533670538
CPXM1	-0.486326786709871	5.19343677414716	10.2247858071018	0.00138565832644631	0.00209139060092337
C19orf10	0.225260942270095	6.40674677889026	10.222407872778	0.00138744597544048	0.0020936782761498
ITIH5	-0.706431189254312	5.92564568350203	10.2063738800062	0.00139956088398963	0.0021115460015356
RPRD1B	-0.261101540408081	5.75309695826235	10.1941078930122	0.00140890103762179	0.00212522121642832
C19orf42	-0.180734454711529	6.31835126257544	10.1698183298011	0.00142758341260312	0.00215298035134798
ROMO1	0.31876753333122	5.12224086239222	10.1608752679978	0.00143452499736249	0.00216302545136972
DDX23	-0.153137831635241	7.13804264671461	10.1515339228052	0.00144181222680533	0.00217358769026322
ERRFI1	0.410601287708815	6.99281162078654	10.1421738345519	0.00144915167599386	0.00218422450146374
ANO10	-0.196682609514163	5.75745094429398	10.130581968	0.00145829357234373	0.00219757334380003
RBM12	-0.131247365214684	6.78917495371767	10.1234636218253	0.00146393635728643	0.00220564501267089
DAB2	-0.341029085511866	6.58317396272435	10.0870330320499	0.00149316329729651	0.00224923972331948
POLR2C	0.192111128515832	6.11486937054039	10.0787885989475	0.00149985909022688	0.00225888402497197
TMOD3	-0.184057617051224	6.55777648570262	10.0768735356457	0.0015014187737067	0.00226079075665321
MAPK6	0.203131035129366	6.02597315584054	10.0717667673696	0.00150558590959748	0.00226662219749531
GPX3	-0.773189040218656	7.4430643954216	10.0572089473309	0.00151752952966905	0.00228415637320079
CARKD	-0.228244898665935	5.95577399342442	10.0567805240256	0.00151788246926473	0.00228424103418083
SYNM	0.750248612767416	7.69427858801431	10.0441777465806	0.00152830204457708	0.00229947184701954
MRPL42	0.189003428446782	5.60551888655417	10.0364034371923	0.00153476569231919	0.00230874581187289
PRDM2	-0.209578357098766	6.26703082460703	10.0354057808993	0.00153559715691034	0.00230954532351098
RPS23	-0.242593424079977	9.68820365257914	10.0190314365271	0.00154930920664521	0.00232971319960185
C1orf115	-0.493411588733964	6.00518644059506	10.0178517904409	0.00155030183062795	0.00233075059441604
TSPAN14	0.211654633457596	7.16674183749983	10.0157844524859	0.00155204296486476	0.00233291268771843
UBN2	-0.202863204870056	5.79126343741101	10.0121579352512	0.00155510204250845	0.00233663721281541
HIPK3	-0.316542720192739	6.26254347815408	10.0121274080929	0.00155512781899807	0.00233663721281541
GPSM3	0.345887574538427	4.55095528860593	10.0114229834716	0.00155572274053366	0.00233707500085242
CDKN1B	-0.278855441829525	6.73488266927162	10.0102166170508	0.00155674211228134	0.00233815012143075
COL16A1	-0.355946735935232	6.77456658731895	10.0053554366368	0.00156085663824646	0.00234387268536366
TM2D2	-0.282170621412136	5.93409058060484	9.99906824262712	0.00156619448890712	0.00235142530044406
EVI2B	0.432506219080278	4.58693214199744	9.99871258534552	0.00156649699519127	0.00235142530044406
PECAM1	-0.394398830476038	7.76990228897791	9.98940097561757	0.00157443812968877	0.00236288482660309
COL7A1	-0.531418309155813	4.42530828865694	9.9734519275172	0.00158813466524949	0.00238297579180585
SPCS3	-0.2013686772986	7.26953276770471	9.97216218543679	0.00158924751542748	0.00238418094724789
HSPA1A	-0.347780792556193	8.89983869520375	9.96319593824325	0.00159700588013734	0.00239535325758374
TADA3	-0.177140642251915	6.63496580410298	9.95354952090889	0.00160539563515875	0.00240746805513971
ATR	0.175843158394596	5.68767755196004	9.95040894468809	0.00160813670370332	0.00241110895458848
DARC	-0.811932937151836	4.97058848354088	9.94693223245707	0.00161117667850365	0.00241493306273586
ARMC10	0.17112392552941	6.45744938944425	9.94677464849173	0.00161131460491935	0.00241493306273586
HMGCS1	0.285428325332997	6.48220407170982	9.92528505102848	0.00163023599363411	0.00244281567049222
ALPK3	-0.516824496767653	3.75149115030349	9.92225589690969	0.00163292117579559	0.00244636313143613
SORBS1	-0.62359293199029	7.07405744221936	9.91257234951894	0.00164153521278517	0.00245878980607646
C5orf13	0.338916289807651	6.61650384488947	9.91119171322913	0.00164276710713411	0.00245995433204414
LMAN1	0.20702479943896	7.9124699257272	9.91098491713575	0.00164295170481503	0.00245995433204414
STRN	0.303972642138753	4.81816094310805	9.90861561866922	0.00164506817245778	0.00246264434372009
NIPSNAP1	0.224194590438649	6.51703745415	9.9038859200885	0.0016493014230073	0.00246850148828405
ACO2	0.213190376869704	7.05603556764315	9.90251635240395	0.00165052929466018	0.00246985909418634
PTPN3	-0.235409448788708	5.54748916478338	9.88691150855726	0.00166458521864067	0.00249040839454227
VPS37A	-0.226923578685966	5.27230758524091	9.8806272848704	0.00167027987293811	0.00249844273202846
SH3BGRL2	-0.470611719878953	4.99100705784093	9.87730468327129	0.00167329872926937	0.00250230972639468
CLEC3B	-0.74808173401881	4.58608250949029	9.87706677171235	0.00167351510341683	0.00250230972639468
MAPKAPK2	-0.262826649708673	8.079277949925	9.86963729440561	0.00168028629606835	0.00251194644532626
PPP2R5A	-0.275401118468106	7.03502290987608	9.86600272412699	0.00168360893164981	0.00251642499801434
MRPS7	0.201332587268369	6.0114404596587	9.85989701333568	0.00168920561503352	0.0025243000834905
PCBD1	-0.267961686194186	6.06980223232898	9.83513541700376	0.00171209677495629	0.00255801146330069
LRPAP1	-0.223026409650763	6.7080740682431	9.83387336795619	0.00171327187427332	0.00255927050058795
SLC1A3	0.43314898775948	4.46831637488197	9.82620844297122	0.00172042629340679	0.00256945917224808
CCDC85C	0.22928527044711	5.35936527090955	9.82488687512466	0.00172166289724779	0.00257080734016888
MRPL17	0.229407554626929	5.86531883921498	9.82143435922404	0.00172489770125001	0.00257513814270387
MMP3	0.658749418139635	3.98018807371181	9.81700882101541	0.00172905317805844	0.00258084149241409
C3	0.441061814694436	9.37656351814172	9.80847080108049	0.00173709886480646	0.00259234816052432
LUC7L2	0.132560076432475	7.03607335936165	9.79967051134389	0.0017454314039046	0.00260427836795766
PSME3	0.174199670086307	7.11721884154978	9.79507749958833	0.00174979636284956	0.00261028525432644
GYS1	0.182713626902357	6.05688671463589	9.78807977443563	0.00175646791026149	0.00261973003508392
PIK3R4	-0.160662126113852	5.8093481165626	9.77822527693252	0.00176590680410001	0.00263329778903079
ANK2	-0.542167066224507	4.50884216080323	9.77250328215553	0.00177141105026055	0.00264099412779937
RAP1A	0.163040583972784	6.18275694604631	9.76577751098529	0.00177790310760004	0.00265015992747584
ZNRF3	-0.306507365519089	4.6405625291682	9.76229060132255	0.00178127833572473	0.00265467710157659
C22orf32	-0.259977875775062	5.27170551539914	9.74372002492277	0.00179936381214296	0.00268111128114741
ALB	-1.43963462690036	6.60562758376309	9.73994651501948	0.00180306143895269	0.00268610100977105
RPS6KA3	0.312447509473066	5.91571201563625	9.72881345649932	0.00181401555525365	0.00270189703228823
FN3KRP	0.192633365291061	5.73379272138309	9.70703671446012	0.00183563767329659	0.00273357339394786
CLDND1	0.175329995472677	6.02046730778121	9.66140321813492	0.00188179828005698	0.00280177237636023
PAQR4	0.433999525999394	5.7820699505211	9.65746032816679	0.00188584152509522	0.00280724940094898
AGPS	-0.32286134276454	6.14308040746172	9.65503247059024	0.00188833555623809	0.00281041860573692
LRIG3	0.414095799272884	4.87371791473531	9.63632910515338	0.00190766112899477	0.00283863220566886
EPB41L2	0.373045898614536	6.5445413433609	9.62976876309006	0.00191448710740901	0.00284823888694531
ITGA1	-0.325035165955844	5.70648566889914	9.62257505690991	0.00192200056040522	0.00285886443480676
RPL7	0.256871606627537	10.7846656798015	9.61213032404839	0.00193296278362746	0.00287461473269226
TSPYL2	-0.30870579948941	4.99541020582874	9.57653645718693	0.00197079849667907	0.00293031626611282
RPLP2	0.277374577254756	9.37563954111905	9.56872645672462	0.00197920035374548	0.0029422404949771
KLHL5	-0.287649792582066	5.76245504987425	9.56219420689217	0.00198625551321983	0.00295215853210028
DHRS3	0.345741696088892	5.92265013680935	9.56124414233688	0.00198728375265753	0.00295311669787884
HSPH1	0.275907319770325	7.52098179678896	9.55547658105576	0.00199353748356311	0.00296183810998695
KIAA1429	-0.226859466472748	7.21658766498033	9.55061036671407	0.00199882940664547	0.00296912745548206
HSPB7	-0.926755863511169	3.98483562026654	9.54200166058723	0.00200822613510229	0.00298251022649547
ADIPOQ	-1.12155570689483	7.86129625703979	9.53850959709183	0.00201205061227028	0.00298761382138261
RBBP9	0.210743287693617	5.64971152719799	9.53271039971833	0.00201841816430775	0.00299649083050624
MEF2A	0.225255108020964	6.38229379660172	9.52882524971204	0.00202269550713375	0.00300226194513644
PPARG	-0.648438637741868	4.40105019419009	9.49943062569753	0.00205535667502708	0.00305015247514138
