logFC	logCPM	LR	PValue	FDR
HDAC1	0.225288338594346	7.0988793736963	13.3026858364323	0.000265026197365837	0.000430926440025254
VIM	0.414390597759208	10.6038275317527	13.3015741924424	0.000265183376311442	0.00043109096584075
NCOA3	-0.251224051417537	6.48646854601074	13.2998696214702	0.000265424573642673	0.000431391976456605
WLS	-0.554086247260125	6.21993058313469	13.2964299110661	0.000265911967292963	0.0004320929160381
GLE1	-0.185995668711515	6.02785797734251	13.2368113255729	0.000274504482160448	0.000445961174963767
ATP6V0C	-0.321351141157535	6.90405958253046	13.2262596792693	0.000276054134685186	0.000448384131422205
ITFG1	-0.260434009730542	6.09207557081219	13.2089510846722	0.00027861525820193	0.00045244861271813
KDM3A	0.206396807850011	6.43484853393002	13.2001292587086	0.000279929810460488	0.000454487475903689
ZNF512B	0.240682952661113	5.5804251622979	13.1994359870949	0.00028003338039919	0.000454559771388017
LCMT1	-0.274461147333892	5.60350688181911	13.1936165514082	0.000280904287908088	0.000455877342454546
JTB	0.257967329687378	7.4590126577574	13.1930109366849	0.000280995077877343	0.000455928578414682
COL8A1	-0.616323582108923	5.44106889940273	13.1925195585166	0.000281068763953874	0.000455952046708992
TMSL3	0.325316672583953	10.5883168618296	13.1823809101517	0.00028259349000205	0.000458328898151629
CD4	0.430852461703784	6.11222360900883	13.1654865082648	0.000285152743479741	0.00046226182649128
CBWD3	-0.260610000244795	6.09439079642371	13.1653472964844	0.000285173928788083	0.00046226182649128
C1orf77	0.180473014721871	6.86157087040804	13.1651854863641	0.000285198555115415	0.00046226182649128
SRPR	0.202907458456708	7.72365113897258	13.1560571044591	0.000286591306209817	0.000464421483163415
RAI1	-0.267921356393649	5.79457083986002	13.1451328928892	0.000288267069519434	0.000467038755940682
COPE	0.28791186637696	6.8476687054712	13.1336791320913	0.000290034674592176	0.000469803694442492
SEPT2	-0.173088094591505	9.03339115802991	13.1283475173419	0.00029086120063381	0.000471043412637716
PRPF31	0.226861765540974	5.89992577597573	13.1203363818657	0.000292107582349538	0.000472962413566581
XRRA1	-0.253783103278074	5.0988326544014	13.1132328120551	0.000293217267327767	0.000474659323203632
ANGPTL2	-0.508020818250119	6.62844599735672	13.1117902300454	0.000293443139094337	0.000474925105715221
CSF3R	-0.606242925914049	4.48148450377396	13.1014041226624	0.000295074526308595	0.000477465064743563
SAMHD1	0.403685312469994	5.93102520935018	13.093358098545	0.000296344630456161	0.000479419480958602
ANAPC11	0.330000461504664	5.85749751916457	13.0853203150193	0.000297618937129818	0.000481379873311443
NADSYN1	-0.277121925741672	5.63777110324348	13.0681349777179	0.000300362057226247	0.000485714656287518
SYVN1	-0.218418457552885	6.53194071718919	13.0395266813456	0.000304985165433029	0.000493087103878389
CNOT7	0.244214357948694	6.74082034320064	13.0366146359229	0.000305459757549328	0.000493750718742867
FAM46C	-0.537090345539638	5.79631825100571	13.0276324277963	0.000306928333271784	0.000496020410969662
TNKS	-0.264664387338517	6.21328508351513	13.0228605820038	0.000307711415323734	0.000497181571160006
METAP2	0.159202427319189	6.63409937083514	13.0140996695541	0.000309154369800645	0.000499408202495839
CSDE1	0.203746807138054	9.77458513713698	13.0093792781639	0.000309934661859724	0.000500563658833232
LDLRAP1	-0.232148005294705	5.55605210451508	13.0079046471113	0.000310178828743928	0.000500852936765835
CFD	-0.971468298883683	5.60142883770877	13.0047512832305	0.000310701608334584	0.000501591881435932
GNG11	-0.534550025074356	5.27998639289907	13.0023411603469	0.000311101768814612	0.000502132603376037
SIPA1L2	0.363924467026376	5.75794477429237	12.9906542936594	0.00031304955862157	0.000505170520190205
FRAS1	0.639942924434342	3.56212436864467	12.9837379964932	0.000314208049060466	0.000506933732128358
HSPA13	0.305443159977857	5.799063920562	12.9816744000854	0.000314554541215411	0.000507337622662002
KANK1	0.404430172582064	6.16567602007823	12.9814622654793	0.000314590181918223	0.000507337622662002
CNN3	0.292845563783266	8.00699549718409	12.9787834083665	0.000315040606818287	0.000507957619244814
PTHLH	-0.97768995340909	4.24276938952339	12.9711074741793	0.000316334848094849	0.000509937603744188
RPS6	0.323090908585938	11.0401270863324	12.9662247710509	0.000317160910371313	0.000511162204092262
PRDX6	0.269500715952166	8.16605316555815	12.9513105772972	0.00031969760697629	0.000515142711617927
SLC39A1	0.229776270714786	7.61874943958864	12.9470637293182	0.000320423671738569	0.000516204613667137
EP400	-0.179014155773943	6.39695658298261	12.9161922378694	0.000325751850585734	0.000524678555995726
ATP2B1	-0.296133666632475	6.13338386233298	12.9068399991577	0.000327383539604946	0.000527196375531998
NPM1	0.237545573378461	9.83057622021953	12.9044979386315	0.000327793448685797	0.000527746081437046
EIF4A3	0.223819340228522	6.94893046589813	12.8950808520716	0.00032944686459757	0.000530297179706605
LRRK2	-0.566170592296033	3.94494269638453	12.8841936782661	0.000331368877656846	0.00053327947096155
VKORC1	0.242092977208323	6.15000756280051	12.8663900223078	0.000334536316942196	0.000538264389579512
LSS	0.293100994262355	6.00852484917037	12.851038094395	0.000337292075661516	0.000542584975035106
PSCA	-1.06247912263438	3.12327218178822	12.8495620443329	0.000337558238442014	0.0005428997028964
NME2	0.287023754554237	8.1816804373729	12.8267279155572	0.000341702797969451	0.000549450677018965
OLFML2A	-0.388633315783737	5.89992896111315	12.8230784914372	0.000342369935050718	0.000550408463135411
GNL3	0.200028973910002	6.85449062860058	12.8169619113237	0.000343491030429826	0.00055204853300203
THBS2	-0.555182277753261	8.72891779129224	12.8167305233563	0.000343533513652777	0.00055204853300203
RPL5	0.298864682206925	10.1487682317895	12.8128693685766	0.000344243210685323	0.000553073555731699
NDUFA1	0.26998180392782	6.47098847986101	12.804500369844	0.000345786548829332	0.000555437229175261
PARP6	0.248459059200929	5.56100488264291	12.801621397397	0.000346319075503519	0.000556176587881016
SYNRG	-0.21907420540545	6.05374217283893	12.7949917578201	0.000347548514547086	0.000558034622210222
ASPH	-0.428202002052848	8.47974067624605	12.7916008628775	0.000348179042341598	0.000558930451832352
DNASE2	0.227727612174898	6.61012138761314	12.7863899866259	0.000349150240125428	0.000560372670153361
ADORA2A	-0.643447512553786	4.04270757481746	12.7708975761538	0.000352053866378803	0.000564915114058025
PCK2	-0.305303419451668	5.76932916081526	12.7550541511087	0.000355048471098382	0.000569601620959875
ZFAND1	0.265814966496812	5.29362208045685	12.7494828834996	0.000356107604347102	0.000571181759555905
ANKRD52	-0.243343765358901	6.26592072416042	12.7443045205799	0.000357094901108511	0.000572646041165263
MFAP4	-0.739234894875415	6.3447586525466	12.7325019055942	0.000359355494424254	0.000576151176920518
ING4	0.24055608141656	5.30355891072863	12.7222861264274	0.000361323806139801	0.000579186338428133
RBMX	0.143950323560337	7.89525898851088	12.7201914104979	0.000361728744222685	0.000579714738087105
RHBDD2	-0.270467298625794	6.74816512970225	12.7158121278057	0.000362576800578718	0.000580952921468376
CAB39	-0.175178513539339	6.88128501498861	12.710090578225	0.000363687811690214	0.000582611831502904
AZI2	-0.195985902714752	5.8088990151166	12.7046875678918	0.000364740120917783	0.000584176033065531
LETM1	-0.239995774738338	6.33164378180508	12.6868592203713	0.000368234267360553	0.000589649672298023
HSPA5	0.2506170144458	9.86379980319876	12.6818355865096	0.000369224923814555	0.000591048228526171
CYFIP2	-0.540099769049925	5.70152985144783	12.6816518872797	0.000369261200053368	0.000591048228526171
PCOLCE	-0.41103448283921	6.58892453312087	12.6757767972431	0.000370423288890301	0.000592785055324554
NDUFS6	0.290117738652025	5.57235597192856	12.6669414443455	0.000372177864588908	0.000595469114603077
PEG3	0.923303003978783	5.8337344993095	12.6638822672942	0.000372787325462621	0.000596320303082635
STX17	-0.172046526608648	6.08175061466722	12.6564793176485	0.000374266338049725	0.000598561806531956
MAT2B	-0.202095038748899	6.38086164110716	12.6440707336457	0.000376758698251748	0.000602422682832857
MED13	-0.288165499442758	7.06150521179218	12.6294986086239	0.000379707006359289	0.000607010847583091
COL17A1	-1.02368118661274	6.50697214978457	12.6231086788919	0.000381007179683632	0.000608962897318722
EEF1B2	0.261411375727594	8.56951736288321	12.6167733530705	0.000382300676010264	0.000610903467123915
COL5A3	-0.480905458917081	5.7437770896456	12.6018203636485	0.000385371251826615	0.000615682354806621
UFM1	-0.191909774023518	6.61227359850596	12.5982178815719	0.000386114727859944	0.000616742176305748
TBC1D8	-0.332283884552993	5.75049325698056	12.5976642353027	0.000386229116926666	0.000616796924127442
RNF114	0.252948871013022	6.77055060456649	12.5957052974399	0.000386634128351214	0.000617315668638739
ANPEP	-0.774974720198746	7.11576026249923	12.5924187750186	0.000387314581119373	0.000618273887629702
SOS2	-0.214315069419659	6.0707591744675	12.5917649293889	0.000387450099545238	0.000618362005886979
C12orf23	-0.237467713958869	6.4552756354378	12.5762729215536	0.000390675059910503	0.000623379748445796
TGFBR2	-0.509508828412996	7.392003942729	12.5743146327587	0.000391084638652289	0.000623903985284701
PEX5	0.232283488849118	5.8948223557151	12.5678941263567	0.000392430536879036	0.000625921421883508
FPGS	-0.255567900421456	5.69005295332608	12.5478850833259	0.000396654976505846	0.000632528306569699
CFH	-0.448383862242968	6.13375192244206	12.5420413381764	0.000397897380018326	0.000634378117366141
CAPN2	0.290441938384406	8.29081991396679	12.5267452433158	0.00040116800916617	0.000639460145459698
LEPR	-0.612741896892652	4.70532386232827	12.48919199638	0.000409313191560464	0.000652308478953428
BTN3A3	0.372132210790015	5.11460862813348	12.4785434789713	0.000411653040396203	0.000655901646939232
MYL6	-0.208245670742398	9.69823042843167	12.4733725513619	0.000412794135528864	0.000657583705656264
CTSB	0.301156716222655	10.011282603072	12.4719384050744	0.000413111180845482	0.000657952623361474
TEX2	-0.260352675991582	6.85557122626162	12.4700446264919	0.000413530213042661	0.00065848378701457
TSIX	-0.483959672639637	7.46628928044279	12.4656013771052	0.000414515045109667	0.000659915494685551
PLK2	-0.446507481772523	7.2817769335686	12.4549547338007	0.000416884478513481	0.000663550465179924
MAP2K1	0.188871320503852	5.83393454301036	12.4510502600762	0.00041775684802781	0.000664801565309241
F8	-0.408104745125009	4.8538662783517	12.449693688135	0.000418060375370143	0.000665147102701949
SEMA4A	0.364899830137028	5.59568049173054	12.4409869569595	0.000420013774112888	0.000668116951837836
NID1	-0.387123316469285	7.33155164335948	12.4287052723981	0.000422784898862202	0.000672386064106609
RNF11	-0.1947375949931	7.10717684457904	12.4253174840476	0.000423552528643293	0.000673467764978256
SIX1	-0.763369921165044	4.76391576954183	12.4235537082656	0.000423952734290773	0.000673964918708376
PALLD	-0.34089528584189	8.29346562918795	12.405390781693	0.000428096213157412	0.000680411384207043
SPG7	0.182475697829197	5.70326705928056	12.4022966241504	0.000428806140592222	0.000681399066340458
CTNNB1	0.273089328013903	9.36332267561377	12.3923064592724	0.000431106416058524	0.000684912979206474
TNKS1BP1	-0.227630284979386	8.03312162891331	12.3751823654529	0.000435078306945426	0.000691080644764356
THRSP	-1.08293746384736	4.56789957683957	12.3557319178857	0.000439634600499827	0.000698173842666701
HIVEP2	0.301472607548648	5.621089463805	12.3361977838885	0.000444258959540224	0.000705372185914659
GGNBP2	-0.159423226883957	6.31498925542301	12.3075217535636	0.000451136568999634	0.000716054606135113
ATP6V0E1	-0.234887609220642	7.60063073463781	12.3073710503558	0.000451172995760675	0.000716054606135113
SNHG5	0.409685068576812	6.4094711139117	12.304377116563	0.000451897280721888	0.000717056299315296
ATP13A1	0.210265957051891	6.4040269125781	12.3009779654711	0.00045272101718769	0.000718215353663307
DHFR	0.251906111669999	6.03543867594123	12.2990397603643	0.000453191392065998	0.000718813458491166
NDUFB10	-0.284863646256997	6.2874656251129	12.2957803522448	0.000453983516434233	0.000719889854525683
ANKFY1	-0.203489980093272	6.57385516927538	12.2954781202053	0.000454057037742137	0.000719889854525683
ADAMTS9	0.477151875542979	4.68175390665795	12.2866562513921	0.000456208357438269	0.000723151769387942
AK5	-0.900173305835833	4.82442516981748	12.2841762065265	0.000456814996625024	0.000723964318447109
OSBPL9	0.24449458352943	6.79568743774769	12.2806910359265	0.000457668873764885	0.000725168277241377
TRAP1	0.253828370166073	6.85967069610196	12.2749358576498	0.000459082436847004	0.000727258370634791
HNRNPH1	0.194164443965768	8.00134609232127	12.2677257738685	0.000460859566828251	0.000729923432423514
ANXA5	0.239091812394926	8.74033804004716	12.2552822172362	0.000463942980464122	0.000734655904276691
RAC2	0.443289262690803	5.31989876839247	12.2541667725258	0.000464220393415051	0.000734944028151857
LRP5	0.321870565935164	6.65106862315512	12.2463982419579	0.000466157088134418	0.000737858433706185
TMEM11	0.247707941896176	4.52514028038478	12.2327259040109	0.000469585427274956	0.000743132210604294
KIAA0196	-0.30237660830157	6.90322102903788	12.2317061447366	0.000469842149343592	0.000743385677722219
UBA7	-0.346159360785986	5.46207346177771	12.2282586298575	0.00047071110263104	0.000744607515750231
IRS4	-2.19069135849607	2.25374122236961	12.222772194714	0.000472097315565804	0.000746646925337125
SNAP25	-1.02792919820068	1.67871068979725	12.1943460186998	0.000479345774846342	0.000757955046322035
UHMK1	-0.482540669057132	5.45101768591872	12.1811217607482	0.000482756039200228	0.000763190707556993
DULLARD	0.159494633719841	6.68504914238409	12.1618341391159	0.000487773872436385	0.000770965108578881
ENTPD1	-0.196113846425397	6.35008583877965	12.151665366801	0.000490440520712582	0.000775020847488951
C1orf144	0.134242831055596	7.27771077441323	12.150083602928	0.000490856641196117	0.000775519244935133
C7orf68	0.343494858808205	5.30200211320337	12.1422003943614	0.000492935825632359	0.000778644423788168
MTMR3	-0.206204347319199	6.32929738063848	12.1357355848637	0.000494647541716948	0.000781187984344365
MYST3	-0.342087107424964	7.02057907523923	12.1321603504809	0.000495596747259433	0.000782526529358158
GPX4	-0.308139371588455	7.9657397462099	12.113670133169	0.000500535221390311	0.000790162122100473
NCDN	-0.312185078740184	5.63048665838264	12.1038961224974	0.000503165757629338	0.000794151940957005
GNG10	-0.237692131642228	5.46975145528799	12.0811414502667	0.000509344042823016	0.000803738427074072
RPL35	0.340636429276198	8.839609269122	12.0778899283201	0.000510233118127455	0.000804976388619523
CAMSAP1L1	0.221322556538828	6.42714697639754	12.0456470932283	0.000519134626813884	0.000818852180258162
PPP1CC	0.159112950241354	7.51980175973165	12.0337630741259	0.000522454928149263	0.000823920625116996
LSM5	0.260147064159178	5.44824482707181	12.0246345365426	0.000525019920288845	0.000827796102048704
RBM23	-0.160241531900752	6.34164155446041	12.0232720264189	0.000525403855455425	0.000828231835207067
NID2	-0.410883566892571	5.76050726106384	12.0187532359157	0.000526679213511409	0.00083007231623835
HDGFRP2	0.229896823647145	5.81382802301579	12.0098880113327	0.000529190371550795	0.000833859326764136
POMP	0.229084482446888	6.58914966994413	11.9905770553003	0.000534702300719169	0.000842372214699588
LOC651250	-0.218939644579684	6.65823504992138	11.9820021300807	0.000537168389485309	0.000846084171572708
DPYSL2	0.35775954894491	7.02069144634905	11.973186606971	0.000539715643179331	0.000849922425207132
APOLD1	-0.599092713299539	5.86612316919761	11.9536004780293	0.000545418804314982	0.000858727888429662
RAGE	0.40857466249577	3.79486775061501	11.9474148996437	0.000547232555193837	0.000861407369134605
UBR4	0.196885416900402	7.79996826452809	11.934803232968	0.000550949466386588	0.000867080936572024
RPS14	-0.273732659052017	9.61993412387408	11.9228694932768	0.000554490046678102	0.000872474733164666
ANXA11	-0.239413127784606	7.55064708320777	11.920736857312	0.000555125186259876	0.000873295629140741
IL1R1	-0.463926432304002	6.62986604663925	11.9104343470773	0.000558203830160696	0.000877959405190439
JUNB	-0.42204380403574	7.09512115407807	11.9047460635496	0.000559911009615801	0.000880464637057201
SYNPO2	-0.625966496123621	6.45447832214335	11.8972573123763	0.000562166590101896	0.000883831034754849
HMGN2	0.205187358464092	9.06097544503832	11.894098930961	0.000563120629719014	0.000885150209923783
FSTL1	-0.43485943367557	9.01767277856228	11.8924159832357	0.000563629658401694	0.000885769491740078
HIP1R	0.256448235332093	5.74350499742749	11.8823413126387	0.000566686598604288	0.000890391861766207
TMEM43	0.206305622678484	7.17878812987496	11.873547639254	0.000569368527728167	0.000894423239130617
WDR34	0.305518957348902	6.30562993363599	11.8716457295121	0.000569950263162149	0.000895154442285881
CLEC2D	0.269941542718886	5.07345301389045	11.8710906958877	0.000570120143892613	0.000895238626928253
DNAJC8	0.15622040667699	6.68960252523345	11.8454153799381	0.00057803480137424	0.000907481634539208
VPS26A	0.157839816444388	6.49628153881998	11.8358389078957	0.00058101516487779	0.000911974669601244
NOMO1	0.233018854108481	6.89505456985051	11.8226813419427	0.000585135348431135	0.000918254595917511
EPB41L3	-0.469642326551317	5.42958521091039	11.8149958638704	0.000587555628792808	0.000921864843300556
ZAK	-0.338094205741745	6.77374955903192	11.814335098543	0.000587764185704569	0.000922004169873568
NRARP	0.372738158953169	4.34630640060731	11.8125922341396	0.000588314643486589	0.000922679657812844
KIAA0195	-0.230865603607664	6.43504641497182	11.8087179414824	0.000589540146576516	0.000924413358145132
AHDC1	0.25093858452257	5.44205874308968	11.8043682656291	0.000590919093095383	0.000926386906483681
MPP1	0.332877331002464	4.44281283148204	11.797264106693	0.000593178280760226	0.000929739328903293
SCD	-0.618069415647514	9.82251484055345	11.7870963206586	0.000596426913145825	0.000934640912743681
CD151	-0.273772345011094	8.38980487372856	11.7835128926025	0.000597576103678765	0.000936251205173548
RAB11FIP4	-0.35922174398748	5.78177478334205	11.7690213784035	0.000602246322426445	0.000943376284101973
PTPLAD2	-0.444997386708891	4.65684421103308	11.7630142106029	0.000604193058032673	0.000946233188322529
SYPL1	-0.204770816256411	7.49914235661825	11.748224549336	0.000609013050953254	0.000953587854238175
YIF1A	0.262379284714934	5.88408071124365	11.7441477139955	0.000610348517388147	0.000955484594422803
KLF10	-0.310518014436705	6.66468100368422	11.7373830335298	0.000612570980634557	0.000958768851373339
BBX	-0.242825870804224	6.66311860161864	11.7331880144396	0.000613953312751922	0.000960737104649807
ANKRD12	-0.271211585470824	6.28090635190337	11.6956315047194	0.000626470044249639	0.000980124541897575
PCNX	-0.28458737148602	6.24966251442014	11.6823753652446	0.000630949285877513	0.000986931847210682
SH3GLB1	0.203083795334532	7.3882608927841	11.6778673447223	0.000632479901903594	0.000989125079170378
KIF5B	0.213250314482453	8.23279884607236	11.6556196692032	0.000640088793407263	0.00100082120642618
LANCL1	-0.237690005866249	6.69592161423744	11.6460554170063	0.000643388199550206	0.00100577578646437
PKD2	-0.35958392779105	5.27954971117139	11.6378208815736	0.000646242647593744	0.00101003291592047
EPS8	-0.370785557337289	6.11823420095218	11.619996664043	0.000652465182174741	0.00101955133703335
YWHAB	-0.158716722378884	8.89714355666214	11.6059160199629	0.000657423573880283	0.00102709092843026
PSMD10	0.172263285819904	5.93084876878391	11.591719200912	0.00066246141074521	0.00103475155230825
TUBGCP2	-0.168572533914054	6.19630837732172	11.5806860059345	0.000666403527921764	0.001040697923219
COX7A2L	0.157317060073089	6.77128477218045	11.5541932869928	0.000675966307998539	0.00105541768511068
PAMR1	-0.790899582375479	4.11479410314635	11.5479703069064	0.000678232578858965	0.00105874140807688
PROM2	-0.378558508875291	7.04465763577794	11.5417463870696	0.000680506868766995	0.00106207629893312
C16orf53	-0.299331788143383	6.20427950828054	11.5394515978444	0.000681347352845509	0.001063172531325
MTIF3	-0.240261120633482	5.53510880255895	11.5351622881943	0.000682921158026886	0.00106541235980729
CNOT6	-0.201006016534936	6.23523834632743	11.5331107781983	0.000683675182179174	0.00106637261499138
ASH2L	-0.355099880592513	6.4960247841759	11.5294730444935	0.000685014284723084	0.0010682448811187
RNF149	0.175570802842313	6.06270855359078	11.506402296458	0.000693568868302696	0.00108136628535084
QARS	-0.185196816223294	7.73413605570775	11.4980815122074	0.000696680608708119	0.00108599797660332
CTNND2	-0.800297625873033	4.09018827828169	11.4781259082261	0.000704201042644069	0.00109749875046897
SIN3B	0.187174457252085	5.83195235312048	11.468700177804	0.000707781671117023	0.001102764259101
CDKN2B	0.483926269236662	5.08245255902441	11.4684785531716	0.000707866082410333	0.001102764259101
CRTC3	-0.185954441222868	6.14524684627463	11.4567987076999	0.000712329065574112	0.00110949250978254
COPS5	0.235979469549042	6.35790418906456	11.443504251907	0.000717443612518187	0.00111712964930648
TPD52L1	0.460564756889984	6.09204221904242	11.4432998163814	0.000717522550437792	0.00111712964930648
C8orf55	0.348198891642095	5.84180727361389	11.4318726627947	0.000721948855599041	0.00112379382111949
SNN	0.294910586709317	5.76849797070494	11.4252817545281	0.000724514376021624	0.0011275593654721
KAZ	0.29395301016488	5.19163099697556	11.4139635264253	0.000728941521331945	0.00113422004299407
UBR3	-0.206507456054074	6.23748165459294	11.4107388982467	0.000730207835961313	0.00113596082624089
THOC7	0.193051797625257	5.8176073983593	11.3990641680163	0.000734811132871526	0.00114289109332886
CIZ1	0.170290330458551	6.59527375847229	11.3963721537057	0.00073587673593594	0.00114431730760873
MANSC1	0.33850730645119	6.0392724605641	11.3864229062935	0.000739828598069947	0.00115023028605422
CDH5	-0.404340909788353	5.99389682095689	11.3796556278251	0.000742528821332746	0.00115419531504963
RPL36AL	-0.257657938277832	7.33713278004281	11.3729678269129	0.000745207115027457	0.00115800106002171
CSNK2A1	0.185633284920848	6.77884094044855	11.3727911770317	0.000745277990960849	0.00115800106002171
PTP4A1	0.28493225425741	7.46171313246421	11.3661742121103	0.000747937778732356	0.0011618993055812
TEAD1	-0.299941785429347	6.64486075370942	11.3523794092717	0.000753513687200509	0.00117032517203081
FIBIN	-0.475136045337761	4.85834852023222	11.3513738291194	0.000753921784992995	0.00117072283635762
NEDD9	-0.441411530500212	6.40924638544993	11.339462681595	0.000758772747435759	0.00117801802430085
TMEM167B	-0.183301180492201	6.41484382941105	11.3167937407785	0.000768092260466796	0.00119224643413989
CALCRL	-0.484294788434401	5.58204389656345	11.2908948317911	0.000778881317670422	0.0012087497006137
OLFM4	1.09290756459785	4.71891783168639	11.2882125775689	0.000780007415747894	0.00121025334418441
FASTK	0.238455246407525	5.74806996226794	11.2711030642079	0.000787229370717426	0.00122121275945063
VPRBP	-0.163040017166155	6.00160567601869	11.2670914681304	0.000788932428597718	0.00122360813210593
EMILIN1	-0.4172075207303	6.19833562335585	11.2608222119113	0.000791601398399556	0.00122750033560487
CAPN7	-0.203833230936589	5.69629190793915	11.2568685781741	0.000793289242939649	0.00122986989154095
ESRRG	-0.739657835181345	3.69223578340894	11.2522745432827	0.000795255049698245	0.00123266934319041
C7orf41	-0.505631035789433	6.24657486569237	11.2514414424354	0.000795612063993292	0.00123297449289138
CMTM3	-0.303812031029081	6.06679874256925	11.2436555404354	0.000798956449008342	0.00123790817084227
CPLX2	-2.40774752118684	2.51281335333625	11.238346372901	0.000801245111822939	0.00124104027487654
KCND2	-0.659979353326952	3.16427173897543	11.2382184792478	0.000801300325550236	0.00124104027487654
CD36	-1.00207381904772	8.07390227411537	11.2362541463079	0.000802148842589652	0.00124210457343076
AP1M2	-0.378151687084883	6.78512222824846	11.219088513391	0.000809602489091029	0.00125339424160704
FGFR1	-0.470513218001442	7.29978105509704	11.205110507816	0.000815723686588666	0.00126261694070087
NEFH	0.754578648310746	3.56031481507265	11.2029745001754	0.00081666319051923	0.00126381706609197
PKN1	0.254842696910677	7.04003074048589	11.192867703733	0.00082112342578303	0.00127046407859798
HLTF	0.254264737123423	6.31661836070194	11.1901569454475	0.000822323893506027	0.00127206583405724
PIK3C2B	-0.232861436257917	5.67197902421648	11.1879575593131	0.000823299201796092	0.00127331871326398
ZYX	0.248399218530454	7.64566230212319	11.1693748117734	0.000831586450229774	0.0012858775015704
GHITM	-0.16599645537662	7.76894384521078	11.1636534316965	0.000834154920250536	0.00128959010662829
RAP1GDS1	-0.290055388044631	6.13907310474856	11.1542503247857	0.000838393639054177	0.00129588288036099
NCOR2	-0.213731959556958	7.62245208548167	11.150142372013	0.00084025224245976	0.00129849498488513
ART4	-1.28441042282995	0.853920915213162	11.1423302688967	0.000843798251006009	0.00130371317168277
HDGFRP3	-0.341843105162975	5.75459663681811	11.1405145315013	0.000844624600313414	0.00130472808944883
LYPLA2	0.237802485832359	6.16587317789064	11.1009033851957	0.000862856776885379	0.0013326247392659
SAMD9L	0.471565441233784	5.9042950483665	11.0823599788472	0.000871528122931557	0.00134574709555757
RPS28	0.28037528371147	8.52633466425635	11.0805953567744	0.000872357879408418	0.0013467582341218
ZZEF1	-0.222374517710785	6.20155937939948	11.0785347042038	0.000873327845453277	0.00134798538134418
ZNF260	0.196882623470936	5.61789790722942	11.0682765168098	0.000878172704958532	0.00135519175295164
DHX32	-0.197959652555319	5.87768113120148	11.0609187875528	0.000881664425666751	0.00136030749763694
TJP1	-0.214042921410245	6.8767700030344	11.0517682505265	0.000886026538077572	0.00136676383824068
BTNL9	-0.878876495746704	4.17261562168544	11.0464525917262	0.000888570553951994	0.00137041360073646
REV3L	0.317285191322769	5.44391652358716	11.0428109612353	0.000890317659233614	0.00137283309802515
PRPF6	-0.218400626149994	7.5125091870946	11.0368636791798	0.000893178391688365	0.00137696844966134
LITAF	0.260848566195879	8.11160358756748	11.0275385733154	0.000897682628229505	0.00138363534629409
TLCD1	0.501044980624379	3.66170249953	11.0259874276243	0.000898434091031222	0.00138451642651108
ICMT	0.150008768853508	7.02641860538697	10.9864614299386	0.000917798800409845	0.00141407503789381
KRT5	0.885793107377552	8.61658266771371	10.9791231586971	0.000921440169408012	0.00141940133338781
RNF2	-0.221834427348347	5.47777378687192	10.9787152247894	0.000921643020834877	0.00141942980944343
GTF3A	0.261942872763287	7.13505919804454	10.9705681332543	0.000925703756204788	0.00142539864380413
NR3C1	-0.399879577325269	6.43145818938503	10.9687332659529	0.00092662079764719	0.00142652539913732
EPS15L1	-0.186984184195436	5.86146917302487	10.9653336144313	0.00092832232484133	0.00142885917212183
TRIM22	0.377413664887453	6.1101122713235	10.9623054673138	0.000929840573771625	0.00143090996951184
ERLEC1	-0.165919552917758	6.68906011246582	10.9474041053426	0.000937348455780681	0.00144217541188159
C9orf16	0.31187131055714	5.11390559712141	10.945290284454	0.000938418433105538	0.00144353317012578
FXR1	0.188029023402865	7.31567126142919	10.9344810342038	0.000943909211259559	0.00145163524113501
MUC5B	0.909689172839697	6.77817084289097	10.9339167351462	0.000944196748955327	0.00145163524113501
GNA12	0.1953446290497	6.55111338148444	10.933810072041	0.000944251108923773	0.00145163524113501
DYNLL1	0.197977209773932	7.75175295447394	10.9231669460745	0.000949691231805809	0.00145970708597982
LAIR1	0.314159800098732	5.15937332199713	10.9150983508807	0.000953836520192701	0.00146578590198874
UQCR11	-0.238739276918276	6.12000124806896	10.9128475824539	0.000954996125924812	0.00146727502963383
IGSF9	0.4387083292892	5.53709784776516	10.9074164639958	0.000957800135111184	0.00147128955311672
SMG7	0.173376410873442	7.30755910324504	10.9067707516251	0.00095813406044671	0.00147150890312771
GADD45B	-0.369379997755055	5.95649337213577	10.90264668527	0.000960269569204737	0.00147437258540546
TBC1D14	-0.209456372743528	6.54236018199513	10.9024304443034	0.000960381674997842	0.00147437258540546
STAT5B	-0.269466670748792	6.72374284612558	10.8802595242426	0.00097194626390639	0.00149182900434914
MEST	0.517946899214247	6.30185974949184	10.8758460783882	0.000974265117030087	0.00149509012079223
GPR116	-0.417456916486557	5.80739061341613	10.8736801324525	0.00097540516466134	0.00149654132377992
IQCE	-0.257788862826219	5.75499836870106	10.8630753271934	0.000981006515550462	0.00150483545790456
RPS17	0.261831849361453	9.61389853539585	10.8368428444691	0.000995002404806747	0.00152600070012095
CASK	0.255225950481846	6.52491228254682	10.8327042856334	0.000997228830409803	0.00152911068817468
OAS3	0.467991657766423	7.12724394174705	10.8247301879252	0.00100153288121484	0.00153540455047254
KDM6B	-0.212544952082681	5.61838559881914	10.8218310311342	0.00100310236500138	0.00153750450092487
